Country Name;Country Code;Indicator Name;Indicator Code;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Cote d'Ivoire;CIV;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;5,882119608;5,648935825;6,249129835;7,463187892;6,977363725;5,739879044;5,841877201;5,292520997;4,334079925;4,789501553;4,957569344;4,797475605;6,098200194;6,290211748;5,635545757;4,956584436;3,759925772;3,426119381;2,876015659;2,950499937;4,102545417;3,508473678;3,484044247;3,399897247;5,331534077;5,082923529;4,697187068;4,314386407;3,795058605;3,334459896;4,279949231;3,286567339;3,454548413;3,613701831;3,597852113;5,474757893;8,050418623;7,155408529;8,094313559;5,543551866;6,436813073;8,805365007;8,373424597;6,601679103;5,502251129;5,837973494;5,872345474
Croatia;HRV;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;0,731342554;0,826010437;0,741996144;0,360822794;0,562926646;1,073421472;0,882509356;0,710396964;0,699597203;0,638553665;0,758679604;0,87157199;0,816508943;0,920625566;0,90126716;0,687565338;0,942054782;1,304362046;1,07340987;0,964857821;0,706884902;0,70326959
Cuba;CUB;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,86682171;0,708537853;0,626281656;0,554204442;0,600703385;0,717806424;0,787842325;0,745966955;0,391313858;0,793942098;0,794057582;0,724644542;0,571182246;0,483906661;0,465643704;0,536547078;0,227546527;0,341552089;1,491099515;1,617362532;0,84479878;0,675604501;0,602544226;0,493188779;0,440074912;0,698264595;0,925068104;0,817441548;0,387937279;0,558115602;1,632951805;0,923372407;1,118933836;1,862226167;2,818964883;3,146560428;4,116604946;6,882529835;3,601208778;1,783256975;2,953980841;3,608924021;2,681575154;2,159130639;1,937310904;0,805289394;
Curacao;CUW;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cyprus;CYP;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;1,33562174;1,653920083;0,730418414;0,440296104;0,218301396;0,14934659;0,089694471;0,081179041;0,085201724;0,072369801;0,06930659;0,046626312;0,037944828;0,047556245;0,050036182;0,030395156;0,019991902;0,013599553;0,013240143;0,009598808;0,007823779;0,022450823;0,042430637;0,019324264;0,016927453;0,029031782;0,018441906;0,011799089;0,009389718;0,011358471;0,000719017;0,000578658;0,00845448;0,007240647;0,033668358;0,060687724;0,094476193;0,107600536;0,084457771;0,068381552;0,043307151;0,029434739
Czech Republic;CZE;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;1,40383639;1,658859092;1,037023206;0,930180422;0,692587648;0,710500133;0,664474026;0,630133949;0,498124656;0,430825871;0,549589815;0,812719744;0,4667625;0,425788419;0,926510555;0,795547723;0,771827043;0,690294609;1,512614839;0,666721807;0,903927169;1,062210822;0,599509589;0,352002066;0,164391003;0,120762767;0,117599296
Denmark;DNK;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,068123761;0,055822258;0,05656916;0,061386345;0,053447575;0,056788446;0,066095099;0,08359399;0,075472511;0,122446043;0,123015867;0,209080256;0,343997008;0,428849766;0,457600056;0,57374369;0,274627867;0,347003012;0,271529615;0,499158103;0,568724518;0,350107549;0,334845384;0,375544328;0,347641798;0,326979694;0,481638941;0,482080062;0,140921362;0,463157616;1,444569961;1,167872541;1,143029667;1,102735421;1,330599317;1,855817894;1,956075765;1,638058616;1,949686396;1,134065572;1,305832505;1,695683515;1,632144957;1,245820781;1,025112021;0,519870764;0,500335562
Djibouti;DJI;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;0,174830504;;0,552230097;0,562759523;0,588732441;0,568218463;0,583263428;0,496362278;0,380891594;0,418635435;0,632478856;0,664007194;0,676909113;0,947348472;0,391087418;0,382079268;0,415974591;0,454277724;0,623059168;0,573154706;0,529249755;0,616385692;0,523310117;0,790439022;0,743212074;0,838156181;0,88846349;0,893774805;0,733751606;1,069566145;0,901065228;
Dominica;DMA;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;0,240359724;0,193428887;0,224213062;0,188609594;0,149985597;0,292591632;0,088946156;0,045812332;0,026264335;0,022835713;0,019528287;0,016969461;0,016076157;0,051459218;0,056072559;0,04953461;0,036309184;0,040713503;0,049363381;0,034136568;0,046716973;0,038360367;0,031549792;0,024740936;0,024066616;0,021843983;0,022368997;0,021583646;0,020845967;0,028672026;0,027065259;0,026123925;0,02198654;0,049155031;0,041228351;0,041332121;0,04883289;0,064602767;0,054932476;0,056486944
Dominican Republic;DOM;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,728649885;0,782292041;1,935529121;2,676431932;2,675581824;2,167350091;2,02592322;1,793334573;0,885046303;2,093302175;3,181953587;2,053179923;0,960346364;1,166024889;0,791711874;1,445806895;0,566761007;1,202404329;5,71665409;4,483808712;2,010152062;1,224480909;0,667547614;0,147610535;0,670033354;0,980524066;0,700989225;0,600732021;0,058260804;0,322543387;0,73770483;0,299397017;0,404816913;1,152229406;1,945423348;1,593218882;2,615464562;3,468438419;1,074937373;0,152159297;0,192817175;0,862589791;0,929199199;1,735792485;2,007445059;1,285042118;1,829184549
Early-demographic dividend;EAR;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,985309463;1,025037006;1,119912736;1,69418722;9,937738201;8,419564108;9,730299452;10,22627483;9,040007187;19,17267705;18,25718737;13,19150949;9,507140873;9,614038981;8,918243212;8,075885112;4,252819465;6,075159163;5,411649004;7,628859912;9,953223707;5,884647295;5,57245139;5,331781264;4,809497984;5,511142999;6,294564469;5,316000857;3,173147668;4,324143781;7,400340749;6,12885666;6,269943816;7,190704445;8,686597972;11,09932685;11,84083008;11,04445945;13,44480032;7,587560425;9,056938525;11,45670012;10,19421893;9,345007965;8,0660854;4,459077952;4,872174397
East Asia & Pacific;EAS;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,860575615;0,894568212;0,983853904;1,534698348;2,508762167;2,82489574;3,061181253;3,039758764;2,390115344;4,225957994;4,633866118;3,64627703;3,091935854;2,801396363;2,488113005;2,528706157;1,262291175;1,233741908;1,146997062;1,29543378;1,507568664;1,001688557;0,923869621;0,757070006;0,670890297;0,709946691;0,79797837;0,722717498;0,561683901;0,566507984;0,935115046;0,970085056;0,867020289;0,967913221;1,674006224;2,094760435;2,580603451;3,208123875;4,890125473;2,276080238;3,578207993;4,618439477;3,260243867;2,997826277;2,387771039;1,12954916;1,149383922
East Asia & Pacific (excluding high income);EAP;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;1,76605466;1,88295606;2,549653957;4,375407814;7,429098674;8,263516551;9,673277683;10,18210293;10,59680674;17,9523154;18,77587505;15,21349108;11,91410369;10,96492077;9,476831448;9,061495918;5,990198372;7,240363436;6,523262577;7,556532217;8,622051862;5,910430922;5,420941559;4,541745457;3,744032899;3,705374698;3,48275726;2,872966628;2,083756879;2,176317846;3,524059359;3,212094954;2,611636447;2,902170192;5,032732041;5,596159975;6,057856051;6,651229736;9,526353767;4,069928675;6,204127678;7,774044564;5,177138938;4,226069704;3,211459242;1,349144234;1,39363647
East Asia & Pacific (IDA & IBRD countries);TEA;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;1,76605466;1,88295606;2,549653957;4,375407814;7,429098674;8,263516551;9,673277683;10,18210293;10,59680674;17,9523154;18,77587505;15,21349108;11,91410369;10,96492077;9,476831448;9,061495918;5,990198372;7,240363436;6,523262577;7,556532217;8,621773074;5,910162209;5,420706843;4,541581163;3,7438949;3,705247555;3,482652677;2,872882991;2,083668528;2,176264949;3,5239924;3,212032357;2,612233464;2,902766272;5,033633724;5,596985885;6,058560084;6,651845192;9,527150505;4,070307068;6,204521643;7,77444784;5,177408081;4,22626001;3,211593377;1,349196671;1,393686087
Ecuador;ECU;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,58241368;0,689559163;0,733131196;0,999692026;5,593623808;4,479264549;4,91399897;3,686967271;3,709369634;10,32842405;10,14264872;7,042337111;4,885033321;8,00025386;8,2640531;8,612090119;3,913626811;5,083431573;6,130148578;8,625837924;11,48020058;5,776142422;6,47399174;5,872994089;5,508802836;6,306657418;7,713142007;5,960366394;2,902722143;6,58149108;14,57039894;7,998006086;7,183388885;8,141144508;12,13123309;16,53195107;17,44373337;15,58735838;17,47624237;8,133124929;10,87497427;15,46372463;13,57374693;12,36002259;10,87288174;3,856365911;4,376775366
Egypt, Arab Rep.;EGY;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,376675792;0,319943904;0,349863569;0,431574299;4,594817315;5,466307297;7,048086297;9,285293324;11,33630434;26,35847473;28,06553206;23,60516898;18,6374959;19,05945201;19,62812262;18,11356836;7,411423643;10,64984164;9,45548117;12,74285011;16,63069047;11,40261245;10,5459592;9,086775596;7,18891504;7,02189058;7,765570823;5,857722264;3,26700258;4,592960947;6,301570712;5,340790544;6,007159496;7,809343381;10,24970136;13,91553943;14,19905894;12,96279458;15,71249369;8,157295041;8,693259829;12,05086765;10,74078905;9,790272558;8,355667622;3,936139837;4,002206992
El Salvador;SLV;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,665403519;0,560225235;0,597484203;0,905902566;0,859786847;1,06491157;0,719382306;0,979928334;0,946397756;1,013842696;1,230333995;1,166997113;2,417799353;0,837907506;0,479037068;0,299327905;0,308831583;0,304132434;0,314971554;0,333174467;0,838325771;1,08938325;0,762614981;0,539122545;0,538904144;0,731778988;0,473532425;0,750660423;0,594808299;0,501911057;0,446016104;0,431971622;0,403807839;0,391696695;0,374056154;0,348752887;0,468675298;0,478726389;0,496770213;0,491621861;0,886070625;0,717896195;0,690745951;0,775910342;0,959316349;0,822860657;0,872799365
Equatorial Guinea;GNQ;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;14,60660442;3,11442977;3,627578048;4,588831416;4,595048413;5,335925521;4,424986064;6,538317132;;;18,07240698;26,97896813;33,36483208;25,8642946;19,60677885;17,06834348;19,51396386;19,94011487;16,40421133;20,48227478;20,96668378;17,09636158;20,80466009;30,01824058;47,05884931;45,72359874;58,69253454;66,40411223;57,10516566;74,40290954;;;;;;;55,19346018;49,18242119;45,54493433;26,91405812;34,7055482;39,07894427;38,46917345;33,07602225;26,86150053;15,27245161;16,54285115
Eritrea;ERI;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;;;0;5,389152202;6,060079529;8,873038983;7,692320791;7,619295615;7,539467739;4,831667395;4,849844357;4,4877997;3,098196393;4,529917392;3,266503575;3,250351715;2,829224504;3,975320986;4,30280977;2,419410843;1,930897964;19,11509726;;;;;
Estonia;EST;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;1,733106367;1,814298992;1,839253463;1,614768703;1,88278684;2,308592385;2,237131482;1,800487544;1,631670359;0,998987736;0,804814463;0,773754739;0,619359285;0,749398702;0,762580426;1,076946134;1,138772164;1,276864846;1,055816631;1,096896592;0,968067321;0,997008528
Ethiopia;ETH;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;13,13967003;18,17208175;10,67057767;10,6962729;6,863222378;10,63283654;9,574840543;10,3883826;10,22907509;11,89886901;11,19569393;15,03409741;14,58790128;22,82436038;31,63132929;28,60526031;27,00720712;31,15405302;19,52182379;18,35318323;17,99123259;23,0259023;36,18727171;27,868535;23,2950893;18,90354229;21,99445479;18,86423609;16,55263922;16,14644547;17,9748878;15,48389135;14,40217416;12,51889358;12,22642843;11,97300467
Euro area;EMU;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,197871537;0,184965905;0,168592567;0,207444886;0,335644439;0,470298016;0,505709014;0,439036386;0,357275174;0,413518932;0,514461285;0,578424757;0,518345371;0,495474709;0,477840463;0,504255547;0,259529823;0,176570049;0,18069059;0,214774613;0,211386343;0,143345041;0,107652088;0,1113289;0,098467433;0,099582443;0,109904583;0,102096539;0,067516129;0,066113414;0,12439393;0,156347913;0,125269341;0,114613896;0,123970985;0,138224999;0,173337309;0,170257674;0,229085917;0,151528141;0,15479632;0,204522756;0,215810168;0,188809846;0,167485874;0,114854104;0,100922512
Europe & Central Asia;ECS;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,216403199;0,201034217;0,180267433;0,232738565;0,375389751;0,52002719;0,588550489;0,560440895;0,498821922;0,783367551;0,938011254;1,019695164;0,889953209;0,970610717;1,003168124;1,023731057;0,440510199;0,480517899;0,42458119;1,249187932;1,440854381;0,831361384;0,727953895;0,729010616;0,624927473;0,613924829;0,758517597;0,685420722;0,266579215;0,487036287;1,21915848;1,232454076;1,084558383;1,08216276;1,237121217;1,667766616;1,98119213;1,875379977;2,444404662;1,581191318;1,881596463;2,55910587;2,612467409;2,265289261;2,007382169;1,192101478;1,253811293
Europe & Central Asia (excluding high income);ECA;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,676179547;0,608733334;0,517296444;0,689256573;1,055900161;0,84166154;0,899440263;0,790467852;0,796975738;0,860133289;1,428950211;1,540644379;1,543913409;1,202338188;1,480201895;1,450430761;0,82691393;2,729042492;2,848251939;7,823647225;9,748587186;5,825573933;5,90481627;5,356699208;5,130388561;5,071154369;6,17628648;5,175046886;2,118569603;4,438794934;9,958764945;10,7733192;9,12204776;9,100079178;9,390180091;11,17283313;12,10178376;10,62907325;12,30872067;8,958851734;9,457501573;11,81983116;11,18535319;9,618717815;9,251318968;6,09131198;6,739905834
Europe & Central Asia (IDA & IBRD countries);TEC;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,676179547;0,608733334;0,517296444;0,689256573;1,055900161;0,84166154;0,899440263;0,790467852;0,796975738;0,860133289;1,428950211;1,540644379;1,543913409;1,202338188;1,480201895;1,450430761;0,82691393;2,729042492;2,848251939;7,823647225;9,311694916;5,504624417;5,46976053;4,913018511;4,559644097;4,465484354;5,280681208;4,465043569;1,822055566;3,608767154;8,163364095;8,693885107;7,461467167;7,635940031;8,158005297;9,69648938;10,65749481;9,388440436;10,93309525;7,857164881;8,420872048;10,63946878;10,12859761;8,701151294;8,273017966;5,393038216;5,933585383
European Union;EUU;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,203233085;0,191076903;0,171774982;0,219438569;0,348781764;0,497267504;0,554779238;0,532001211;0,458991326;0,703524014;0,841853818;0,943692304;0,841441316;0,88617095;0,886730077;0,907250125;0,391904649;0,374111046;0,327544051;0,383056622;0,417702278;0,268001717;0,215340402;0,225818645;0,212917979;0,216717539;0,2535991;0,226387965;0,109715825;0,164801821;0,356463252;0,359737008;0,301665588;0,277481742;0,310389505;0,369660479;0,425485935;0,398298081;0,537529669;0,329769179;0,379853807;0,476910509;0,445165666;0,374669256;0,320167559;0,208008433;0,201880586
Faroe Islands;FRO;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
Fiji;FJI;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,341381423;0,347529483;0,4112239;0,985968027;1,2861652;1,046421364;0,603120338;0,694248603;0,640056579;1,121448844;1,737143555;1,248910951;1,568371257;1,555638208;1,255782806;1,346019435;1,83127848;2,730646446;2,86188814;2,789734674;2,317308645;1,521127564;1,313348539;1,965385401;2,08343505;1,761141433;1,949700271;1,544677021;1,450149098;0,97615132;1,151545423;1,183596087;1,223888992;1,28508463;1,193834368;1,21009873;1,25342333;0,848097702;1,104407252;1,523013562;2,944348793;2,684683652;2,812601719;2,00104862;1,753570406;1,73230244;1,619188528
Finland;FIN;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;1,790138516;1,40720628;1,378505245;1,797692717;1,586828415;0,976251679;0,984471844;0,910537305;1,15847559;1,338939595;1,31599578;1,056641677;0,862705348;0,808566053;0,68631973;0,757806057;0,64952732;0,564064774;0,551541311;0,633490112;0,477965832;0,321763646;0,399715847;0,530025887;0,531314454;0,473569278;0,470198462;0,451048151;0,4433529;0,384775227;0,42376305;0,379491988;0,423236756;0,376865301;0,300475921;0,290806665;0,366216775;0,433754924;0,618500615;0,348748525;0,629973571;0,807652461;0,720164619;0,645057908;0,624375028;0,588034085;0,569763584
Fragile and conflict affected situations;FCS;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;4,521836134;3,530841607;4,051563488;6,063007265;18,16534114;16,30367423;16,56510119;16,18882645;15,48600925;39,71197001;27,0247416;12,65195676;11,05485536;11,64259568;12,15168107;12,77588825;7,724033222;11,29144942;11,30221992;16,71374022;12,73671365;12,70511683;14,14357415;13,29348072;14,92165097;16,7364248;16,97561332;13,93587685;9,575946848;11,47483823;16,56387917;14,70370685;15,92831718;17,83701605;26,29341481;31,44693765;33,14465828;30,1439305;35,00031713;22,17266974;25,67883068;28,53266554;24,90005769;23,00981829;21,54798378;14,73921712;17,73335059
France;FRA;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,152966265;0,138339995;0,128764586;0,145368458;0,200781671;0,223538245;0,248757384;0,22468957;0,175003728;0,198808962;0,230639416;0,231306612;0,22101299;0,207905491;0,201443168;0,201654378;0,11612986;0,09855766;0,10771735;0,124484238;0,107617362;0,08054839;0,070873379;0,068886913;0,066518689;0,06524824;0,067095222;0,058699255;0,043538914;0,043688838;0,067933193;0,060787658;0,054808601;0,049192785;0,039144525;0,043057603;0,049204909;0,05149293;0,05490617;0,050968995;0,055430164;0,054803251;0,050312678;0,047786667;0,049220616;0,04169775;0,039468112
French Polynesia;PYF;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,002302419;0,001477197;0,001898121;0,003877877;0,002640398;0,00207853;0,002431234;0,003219332;0,002012654;0,002307315;0,002319234;0,001574695;0,001392123;0,001390227;0,001053005;0,000965036;0,001033667;0,000955985;0,000926722;0,000967137;0,000815747;0,000911937;0,00116068;0,000916323;0,001307085;0,001943003;0,002106343;0,002080445;0,001621671;0,000877728;0,000964199;;;;;;;;;;;;;;;;
Gabon;GAB;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;9,154809998;8,594463071;15,60490713;19,32226088;47,07297843;33,02988647;26,04622047;32,64484717;36,85978616;64,30399811;43,42185288;29,88278342;22,04666731;27,41501986;26,09868883;32,31519464;14,54831305;22,36486733;16,26718873;29,46752264;36,0170351;24,97091457;26,5277657;33,75514519;32,86031102;33,22714712;36,25711357;34,45271875;20,71731943;31,56121795;49,44668894;32,5381681;27,45158034;26,77070439;30,21428231;40,18061742;40,2325773;38,69698655;44,64418232;26,30798483;33,03971868;39,30027916;39,68018194;33,92189673;27,47312447;12,59470277;13,52116181
Gambia, The;GMB;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;2,303620717;1,887242975;2,055229596;2,752655796;2,380019064;2,766550826;2,558690189;3,838424031;3,274359732;2,498994915;2,73985934;2,667421529;3,99471902;2,800439997;3,107308575;1,854444139;3,80952758;3,458554032;3,352393681;3,511578022;4,354325011;2,109881637;2,312108146;2,153883157;2,372210614;3,036979907;2,697587623;2,609135735;2,544958892;2,00023678;2,254186228;2,473120836;3,525655344;6,128420645;4,242574218;4,274634111;4,389777091;4,85601001;5,152129862;5,313775418;4,915183674;7,013147922;8,935475253;8,727828639;8,479592063;9,412892855;9,051834325
Georgia;GEO;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;0,997173123;0,532011287;0,478789378;0,374535618;0,282695904;0,371859043;0,354584599;0,403930273;0,211394012;0,42332011;0,743376547;0,742922491;0,60452171;1,004707154;0,995564561;1,034631242;1,305378863;1,15721896;1,027474154;0,999261456;1,846844701;2,501248113;1,535585572;1,278110536;1,007006646;1,002005192;0,864277879
Germany;DEU;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,225136443;0,23299877;0,189755199;0,211341165;0,351365696;0,730777864;0,775105038;0,655922174;0,488558911;0,481270958;0,608907685;0,96775269;0,9858883;0,649773585;0,539530973;0,577680757;0,25547227;0,156831878;0,142372841;0,182212158;0,238830273;0,140723002;0,098642383;0,078229931;0,063247888;0,065726425;0,071125775;0,06738452;0,051922907;0,046146479;0,095862388;0,125570718;0,098059565;0,094472535;0,139040813;0,146181071;0,159591791;0,158586059;0,278214333;0,139511549;0,159439616;0,201346888;0,14466458;0,10253788;0,091807857;0,066686347;0,059836684
Ghana;GHA;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;2,863092783;2,335509887;3,4773118;4,95929683;4,827138604;5,517094267;5,754127255;7,409094483;6,306553144;6,389143253;8,8242274;7,195031494;8,693062578;6,956978186;5,57582174;4,215089058;4,844170675;5,728592259;5,893050646;5,676689036;6,869654544;5,415746018;6,482189878;7,749342386;11,44705387;12,38070296;11,90441148;10,6287386;10,26819236;6,365746248;10,04773535;9,678151295;10,71457948;15,7164002;12,87789941;11,57732131;7,981935227;9,470039267;10,63865402;12,75723853;12,4526626;18,05486469;19,93034442;17,2510979;19,5028108;16,8168504;16,36653801
Gibraltar;GIB;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Greece;GRC;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,210376681;0,215870209;0,173246335;0,196667506;0,322961186;0,336509856;0,387156804;0,374680507;0,234272482;0,213458363;0,271192566;0,484208397;0,62804477;0,557257536;0,50693535;0,556406211;0,248462017;0,210277842;0,366119742;0,34690495;0,250183695;0,159518922;0,108758755;0,069770971;0,061332229;0,055611842;0,061331657;0,040022653;0,025418067;0,017702317;0,071902408;0,103224903;0,043538775;0,053606523;0,202794061;0,177173211;0,246337128;0,366454068;0,410186307;0,135333305;0,32027733;0,443985479;0,28984407;0,206254953;0,197349943;0,090985636;0,087866728
Greenland;GRL;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0;0;0;9,571140293;46,90561956;10,06338649;7,317927497;3,105806807;2,505664841;6,016323505;3,488843368;1,785179367;2,234098229;0,946790803;4,537577924;2,684469418;0;0,162427188;22,38541119;24,524505;7,248914758;0,308085718;0,778729279;0;0;0;0;0,97211571;0;0;0;0;0;0;0,354720985;0,500660351;1,203134229;1,054300204;1,182139119;0;0;0,156105974;0,527963125;0,033383195;0;0;
Grenada;GRD;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guam;GUM;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guatemala;GTM;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;1,177776026;1,025078128;1,096210911;1,466348484;1,347318895;1,622338318;1,078189817;1,486472103;1,490122597;1,886185263;2,103908318;1,538239193;2,683532838;1,233257029;0,747460191;0,465959403;0,534153788;0,612435573;0,532291152;0,59400645;1,815556356;1,655503346;1,51015635;1,321664206;1,345557335;1,562889074;1,26950976;1,408594841;1,076348307;1,235278354;1,521786746;1,377306426;1,368319034;1,480776056;1,412575466;1,495426379;1,817652384;1,844107681;1,843584583;1,592737909;2,568218357;2,829898064;2,194815707;2,204785814;2,954284676;2,204184859;2,075612322
Guinea;GIN;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;26,36000444;22,04365538;20,83872085;24,25271262;22,85738724;21,86993136;17,23182645;14,45610987;13,7497095;15,08466326;15,59567272;11,90041001;12,15520926;10,76424597;12,98582845;13,54423534;13,84617949;16,29306284;15,16487385;23,14086781;18,92942148;16,41025992;16,43513125;18,08103646;17,46930903;21,60595404;21,04035804;17,02981159;16,68993508;17,55660254;21,8299861
Guinea-Bissau;GNB;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;6,391737428;6,043349047;6,467883657;10,38240014;11,12072372;13,55338662;12,74289522;22,06955096;22,1804517;23,60104867;32,43541924;20,13635625;25,91002989;18,1008006;19,41324817;14,39876191;24,03377595;17,72241767;20,86621793;16,56699169;18,08760891;17,3009701;19,7854207;15,972327;19,00935943;26,06174016;24,17085897;22,87405287;31,5907847;19,26402879;11,88214408;11,00126881;12,59961646;17,87376642;14,16302945;13,24829136;13,37231978;16,73298092;16,05728243;17,2924736;14,91938575;13,25525391;17,06322148;16,7605877;17,09159322;19,91850867;19,34754177
Guyana;GUY;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;20,70877759;18,49623342;17,29898816;19,60641979;22,36531212;20,63397215;20,89191224;27,70212881;25,64665817;26,40675995;24,55797835;23,06151235;34,16394983;17,984739;24,2603839;20,6799963;19,97396062;28,2394319;18,52245269;20,71235227;23,13645726;28,99799891;23,6653195;26,47492189;24,5825476;24,93694489;21,77276752;20,8988384;16,5871489;15,72377651;12,54787411;12,46738451;10,51080574;12,00907392;13,95070825;15,23853039;13,77144747;15,12367747;15,55675779;16,83740629;23,20763957;25,64452081;27,51875381;24,57148405;20,71819319;19,17610789;19,31099288
Haiti;HTI;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;;;;;;;;;;;;;;;;;;;;;;0,754574092;1,167546002;1,250915987;1,188482965;1,225194625;0,942846829;0,993748301;0,778425984;0,619397719;0,602199882;0,674835081;0,692006971;0,845124103;0,708210486;0,579783471;0,749763874;0,652893167;0,640002826;0,594348707;1,192176217;0,910408537;0,853300743;0,945316203;1,207202118;1,069893965;1,293597238
Heavily indebted poor countries (HIPC);HPC;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;7,946079519;5,792947132;5,874759899;8,794574354;9,436302804;6,616632647;6,67425178;7,306477479;6,558329479;8,099188264;9,30573043;8,085345082;9,54187956;8,254058294;8,096176122;6,862044665;6,513982923;6,640911453;7,576278921;8,861971138;10,21445397;8,212796794;9,234787933;7,76921504;10,02746288;12,15002948;11,75747549;10,58653153;9,670990835;7,444244625;8,637316155;7,979102463;8,513583785;10,97014634;10,89267732;12,24279681;13,20408229;14,33499487;15,2149352;11,58741124;13,0472595;16,44734081;14,76646861;13,54807758;12,20491562;10,53856717;11,15316083
High income;HIC;Total natural resources rents (% of GDP);NY.GDP.TOTL.RT.ZS;0,409522001;0,57556599;0,556139458;0,739456606;2,547664299;2,357492462;2,504579192;2,466492325;2,057161228;3,985096882;4,516022342;3,59494661;2,368333158;2,405008025;2,309409776;2,106606164;0,919132594;1,050617956;0,913269055;1,108694597;1,287415174;0,861953205;0,844066801;0,812583535;0,703221714;0,717362269;0,912803052;0,817618004;0,49695141;0,675338324;1,256411191;1,123712996;0,925236834;1,051131207;1,42313627;1,779710485;1,958727987;1,898515106;2,655599467;1,391913778;1,864034691;2,499242439;2,371302644;2,26774831;2,023529264;1,081683961;1,132620897
